game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
MUN X BUR 2016-10-29;0;2016-10-29;-1;25;17;15;12;12;12;-12;8;14;50;39;32;23;17;13;-22;59;47;26;9;-11;29.0;-8;39;20;13;-55;-22.0;-51;-25;46;31;23;23;36;68;100;47;34;85.0;8;6;5;5;40;25;11;8;1;8;-28;128;100;99;66;68;54;50;74;43;27;18;6;51;81;30;41;-44;-14;-46;-5;2;4;3;5;-39;-20;56;-15;-8;22;14;10;2;9;6;16.0;100.0;37;79.0;75.0;0;12:00:00;0;BUR;MUN
MID X BOU 2016-10-29;0;2016-10-29;10;25;10;2;-10;-10;-87;-50;-54;-41;-17;36;7;13;-10;5;22;8;-4;-4;-32;-20;22.0;-11;-21;-11;-12;-15;-6.0;-5;-52;-35;41;13;56;33;23;14;5;-25;-5.0;5;-4;-4;-6;8;-12;-3;4;42;26;17;11;77;39;25;8;11;8;42;-39;-17;-14;-12;21;9;-36;6;-21;-17;-22;-97;-54;-36;-20;16;34;14;42;8;-11;-35;-53;-42;-31;-74;-48;-23.0;-15.0;49;-15.0;-35.0;2;12:00:00;1;BOU;MID
TOT X LEI 2016-10-29;1;2016-10-29;10;12;12;5;9;26;56;34;61;37;22;8;12;8;33;19;17;50;31;22;14;9;3.0;4;4;4;4;-33;33.0;10;8;4;10;4;-20;11;20;19;88;48;50.0;-1;-1;5;-75;5;-37;-16;26;13;18;21;17;13;12;13;5;13;14;74;43;30;17;39;18;5;7;29;4;35;50;30;17;4;-1;30;11;2;21;-5;-11;-14;-9;-5;-3;5;50;28.0;25.0;11;-2.0;5.0;1;12:00:00;0;LEI;TOT
WAT X HUL 2016-10-29;0;2016-10-29;10;24;56;32;27;20;13;-8;-3;-5;-6;21;-46;-46;-23;-10;-2;5;1;-3;-16;-9;18.0;26;3;-18;-9;29;10.0;25;14;43;23;92;19;9;5;30;73;38;-25.0;-12;-8;-6;19;90;-37;-17;-56;-35;-28;-10;-7;24;17;14;55;7;58;31;15;16;11;5;10;3;3;34;14;46;29;49;46;29;21;14;3;3;22;3;4;-2;4;41;28;20;40;18.0;3.0;9;-5.0;-50.0;1;12:00:00;1;HUL;WAT
WBA X MCI 2016-10-29;4;2016-10-29;10;-40;-28;-21;-16;-13;-14;-13;-12;-17;-100;4;-100;-91;-56;-41;-91;-46;-15;-16;-70;-100;-7.0;-77;-50;-33;-43;-23;-51.0;-34;-43;-32;-22;27;-14;-11;-8;-8;-12;-15;5.0;-8;-7;-7;-1;-47;-28;-18;-27;-18;-23;-13;34;9;3;1;-25;3;-1;-1;9;1;-29;27;2;37;-24;-21;-39;-27;-19;22;10;28;16;19;40;24;-5;-75;-35;-20;-8;6;1;51;26;11.0;1.0;-15;-5.0;-75.0;0;12:00:00;-1;MCI;WBA
CRY X LIV 2016-10-29;4;2016-10-29;-6;-10;-7;-5;-4;-3;-3;-3;-78;-46;76;-8;-40;-10;-100;-80;-59;-38;-34;-13;-39;-25;-10.0;-41;-30;-18;39;58;37.0;32;13;-6;-78;-11;-84;-44;-29;-15;-1;-99;0.0;-63;-43;-31;-12;-7;66;80;51;54;32;-80;-40;-23;-13;43;-14;33;20;7;4;-34;-20;-11;-3;4;11;-14;8;6;-69;-31;-17;36;9;5;-5;-7;-10;-13;-54;-29;-14;-5;23;17;37;24.0;-33.0;-7;-10.0;5.0;2;14:30:00;-1;LIV;CRY
EVE X WES 2016-10-30;0;2016-10-30;10;-5;-7;-13;-40;-92;-82;-54;-1;-6;-4;9;-4;-4;-3;-30;-17;-9;31;16;57;35;9.0;-34;-8;-4;-7;4;30.0;42;51;27;63;9;37;25;12;2;-2;-6;0.0;-5;3;-27;23;14;82;93;59;40;31;16;10;1;25;12;6;5;-47;-32;-23;-8;-20;-8;-42;-28;-25;5;-37;-26;-77;-50;-21;-8;-12;68;34;14;5;-11;20;-6;-6;25;7;-31;-12;10.0;10.0;-4;54.0;60.0;2;11:30:00;1;WES;EVE
SOU X CHE 2016-10-30;2;2016-10-30;-10;-1;10;13;12;42;29;21;37;15;-7;5;-1;1;31;48;35;22;18;14;11;11;11.0;92;61;42;31;-28;-12.0;-9;-7;-9;-8;13;-10;-56;-39;-17;-45;-1;50.0;5;2;-31;-16;24;-5;-54;-27;-35;-21;-16;-79;-49;-29;-59;15;-29;-11;-5;-2;-40;-21;-7;-3;-1;37;-50;23;19;5;-51;-23;-7;12;6;5;20;-20;9;2;3;-3;-3;-5;-40;-32;-22.0;-20.0;-8;-19.0;-30.0;0;14:00:00;-1;CHE;SOU
STO X SWA 2016-10-31;1;2016-10-31;-9;-33;52;10;4;6;1;4;-7;-7;-10;-13;-12;-14;-2;6;9;42;17;-19;-4;-5;-7.0;-53;-33;-20;-24;-8;2.0;37;29;11;4;91;5;28;14;5;-4;-94;-30.0;-6;5;4;36;46;-33;-3;3;28;11;41;22;50;25;8;33;-35;31;1;-3;-3;2;3;-3;-28;-10;90;31;18;15;55;76;87;100;64;29;8;49;-33;-71;-44;-33;-21;-52;-30;-20;-8.0;-7.0;-84;-3.0;-60.0;3;18:00:00;1;SWA;STO
BOU X SUN 2016-11-05;2;2016-11-05;-10;21;16;100;97;54;29;14;28;20;11;6;5;-7;-4;-4;4;6;10;-35;42;15;6.0;9;6;4;74;-72;-13.0;-4;4;-1;8;3;-5;1;-5;-17;11;6;-5.0;11;14;-12;-8;7;-7;-4;-7;-3;1;-24;-17;-13;46;42;36;33;-35;11;6;65;69;100;66;100;74;34;100;72;34;25;21;-69;-30;26;4;2;27;7;4;-5;-6;12;10;47;65;45.0;52.0;23;77.0;120.0;1;13:00:00;-1;SUN;BOU
BUR X CRY 2016-11-05;2;2016-11-05;-10;-17;-18;9;-6;-4;28;7;-8;-5;-6;-25;-34;22;-24;-19;-14;-8;-9;-6;-6;-6;86.0;23;11;7;-20;-8;-41.0;-14;-2;8;32;87;16;-11;-6;-49;-28;-48;-5.0;-7;-10;43;30;27;46;22;8;26;53;62;33;16;39;17;19;4;-84;-51;-36;-53;-57;-34;-18;-8;3;-34;14;2;-7;-3;-2;-3;-41;-24;-14;10;-19;-5;36;-60;-56;-38;-26;-52;-35;-22.0;-17.0;-20;-5.0;85.0;3;13:00:00;1;CRY;BUR
MCI X MID 2016-11-05;1;2016-11-05;6;12;12;32;19;31;53;61;38;26;15;9;13;12;19;13;90;56;45;73;46;27;11.0;23;74;92;92;61;48.0;26;100;100;87;32;57;41;43;31;94;57;0.0;29;19;-37;-36;25;-26;-56;-36;-12;-4;2;13;7;3;-8;20;-35;-15;17;10;12;41;30;27;27;46;18;26;16;9;7;-23;-15;-7;-2;7;31;15;21;14;10;7;4;9;31;23;14.0;4.0;13;32.0;-75.0;1;13:00:00;0;MID;MCI
WES X STO 2016-11-05;1;2016-11-05;8;-5;5;16;9;4;2;-6;5;5;-25;12;-17;-14;-13;-12;-2;59;45;33;92;53;15.0;-37;-7;-6;-4;-28;-9.0;5;6;8;3;9;-4;-4;-1;-4;-1;6;-40.0;31;21;16;12;-25;10;7;17;13;-17;-47;-30;-15;-6;3;-9;45;35;-23;3;-3;28;96;61;39;31;-27;19;7;1;-4;-5;54;33;-77;-30;-14;-17;-8;-2;-17;29;5;-7;-46;-30;-24.0;-26.0;-11;-87.0;40.0;1;13:00:00;0;STO;WES
CHE X EVE 2016-11-05;0;2016-11-05;3;8;6;35;22;19;17;13;3;1;-1;3;75;100;69;35;14;-7;-6;7;-3;-3;4.0;-3;4;3;5;11;10.0;64;48;34;21;5;18;7;4;100;62;-12;60.0;23;1;-8;-27;5;-18;-6;12;15;16;15;21;94;51;26;5;21;18;10;11;57;39;100;77;42;17;5;6;-13;-63;-42;-31;-24;-13;6;6;14;6;15;39;64;43;24;18;13;9;9.0;10.0;7;5.0;50.0;5;15:30:00;1;EVE;CHE
ARS X TOT 2016-11-06;1;2016-11-06;2;2;7;6;-3;-3;-4;-8;-10;-11;-11;8;-1;-6;-39;-23;-43;-25;-19;-13;-12;29;-6.0;11;-8;33;16;44;61.0;34;15;7;-8;-37;53;30;15;41;23;12;0.0;-2;-7;8;1;-24;-1;-1;-76;-45;-26;45;-36;5;-1;5;-16;25;16;-11;27;16;-24;-7;-2;-2;1;-7;-4;1;-4;43;30;15;-23;-10;-12;23;8;5;7;1;4;3;5;5;11;34.0;25.0;-9;14.0;-55.0;1;10:00:00;0;TOT;ARS
HUL X SOU 2016-11-06;1;2016-11-06;-3;-24;-20;-12;-24;-11;-7;-11;-14;-20;-9;-3;33;11;2;-5;-6;-11;-11;-11;-13;-15;-7.0;-2;7;8;9;10;10.0;-21;-13;-8;-4;-15;-2;1;1;1;1;-59;-65.0;-6;-48;-34;-40;-13;-24;-13;-34;-46;-32;-25;-18;-32;-21;-20;-7;-20;-10;92;48;100;56;29;7;-6;-11;-84;-12;-12;-12;-36;-25;-18;-9;-49;-36;-25;-51;-19;-45;-27;-25;-13;46;15;5;-4.0;-49.0;-31;-4.0;-55.0;2;12:15:00;1;SOU;HUL
LIV X WAT 2016-11-06;1;2016-11-06;-10;2;2;-4;41;20;12;13;37;18;85;-5;50;58;77;51;30;48;76;100;85;42;6.0;95;94;50;31;20;8.0;8;15;24;3;-30;2;1;-25;76;36;60;-15.0;-2;4;3;38;-10;21;11;5;-33;43;25;22;24;92;52;-1;30;97;57;29;14;6;-4;-2;-61;-36;10;-100;-62;-37;-17;-10;-45;-97;-33;-30;-8;48;10;18;51;33;20;13;34;23;15.0;11.0;34;43.0;200.0;6;12:15:00;1;WAT;LIV
SWA X MUN 2016-11-06;3;2016-11-06;8;-9;-11;-12;-12;-12;-97;-64;-75;-45;-32;11;-18;-16;-87;-55;-35;-24;-17;-7;-7;-7;-39.0;-7;-7;-12;-10;-80;-46.0;-51;-29;-17;-4;-17;6;-7;-8;-12;-14;-37;-5.0;-28;-23;-20;-13;-8;-6;-4;4;-3;-3;-5;-5;-6;-6;-6;-4;-6;-6;-6;-6;-6;3;3;29;21;13;-1;82;49;27;16;10;1;1;26;-19;1;-5;-4;-2;6;2;26;16;9;-8;-13.0;-16.0;-6;-17.0;25.0;1;13:00:00;-1;MUN;SWA
LEI X WBA 2016-11-06;2;2016-11-06;-4;-4;-4;-4;-6;-7;-32;-27;-14;-6;-1;17;-1;5;10;8;7;2;3;4;9;12;9.0;6;12;14;-22;-4;4.0;3;4;7;6;-105;6;21;20;9;3;1;;-1;-1;-25;-3;-62;-24;-18;-19;-84;-66;51;43;22;14;5;-40;-1;44;22;12;11;32;21;18;13;5;-24;-23;-75;-39;-100;-66;-33;40;18;22;42;-10;28;21;75;47;29;20;19;10;14.0;21.0;5;17.0;-5.0;1;14:30:00;-1;WBA;LEI
MUN X ARS 2016-11-19;1;2016-11-19;10;-20;-14;-11;-4;-4;-4;-6;-3;17;10;11;3;-4;-3;-6;-37;-36;-25;-22;-25;-17;12.0;21;28;13;10;-9;5.0;5;28;87;47;13;-31;-3;4;104;53;23;;7;-27;-13;41;65;20;18;18;6;22;14;-24;-33;-13;-3;40;7;7;9;12;17;15;32;27;64;100;25;52;29;11;17;-6;-6;-9;-1;-4;3;-48;53;33;16;6;-4;-7;-8;-10;-11.0;-11.0;-22;-92.0;0.0;1;10:30:00;0;ARS;MUN
CRY X MCI 2016-11-19;2;2016-11-19;-9;-8;-47;-29;-12;-8;-10;5;-6;-8;-9;-14;-5;-3;25;6;-8;-3;-4;-1;-2;-2;;-3;-9;-17;18;-22;-5.0;-7;-8;-11;-9;-10;-81;-48;-33;-18;-9;6;0.0;-13;-14;-13;-33;-7;-24;-18;-15;-4;5;11;15;17;29;17;-7;4;1;-36;30;4;2;1;33;22;-16;-6;-6;-29;-49;-40;-93;-60;-40;-22;-18;-12;-11;-18;-52;-38;-47;-100;-60;-37;-22;-6.0;8.0;-9;5.0;10.0;1;13:00:00;-1;MCI;CRY
EVE X SWA 2016-11-19;1;2016-11-19;-1;-23;-18;-15;-9;-44;-30;-17;21;12;11;-1;8;6;-94;-53;-30;-22;-8;16;13;37;8.0;52;34;23;2;8;-3.0;17;13;12;3;51;39;25;-77;-28;-11;61;-5.0;6;8;63;41;31;73;67;64;38;27;37;25;17;19;12;20;11;17;9;3;6;-6;35;18;17;17;13;17;15;36;33;16;2;-8;15;44;51;-48;56;38;26;23;1;-6;-5;-4;-44.0;-27.0;-31;74.0;40.0;1;13:00:00;0;SWA;EVE
SOU X LIV 2016-11-19;0;2016-11-19;10;-22;-15;-10;-8;23;10;9;6;5;4;11;6;6;4;-4;-7;-4;-2;-8;-8;-73;11.0;-47;-32;-18;-34;-16;-9.0;-11;-12;-3;-5;7;-6;-7;-32;-22;-16;-4;-30.0;-11;-11;-11;-51;33;-25;-40;-34;-25;-17;-16;-18;-9;-8;12;13;8;-6;-1;-1;-1;-31;-23;-24;-49;-59;-13;-38;-27;-41;-27;-19;-16;-14;-42;-30;-22;-10;-18;-50;-38;-16;-89;-58;-37;-27;-17.0;-10.0;-13;-6.0;-20.0;0;13:00:00;0;LIV;SOU
STO X BOU 2016-11-19;1;2016-11-19;10;-25;-13;-7;-8;-8;-66;-48;-37;-38;-23;1;-5;-3;-7;-4;-8;-35;-25;-99;-63;-42;2.0;-28;-15;-7;-3;6;9.0;7;41;26;17;-2;11;12;86;52;34;33;45.0;-6;-29;-20;37;-2;11;38;-30;-7;-11;-2;5;-3;-3;-34;-8;-23;-16;-12;-10;-31;-21;-6;-1;2;3;-7;-4;2;7;6;10;8;6;5;4;4;8;4;4;4;40;55;35;28;20;48.0;30.0;1;47.0;110.0;0;13:00:00;-1;BOU;STO
SUN X HUL 2016-11-19;0;2016-11-19;-10;-11;-29;-8;-35;-17;63;32;18;44;22;-14;3;-30;-25;-27;-20;-12;-5;8;2;-16;-65.0;-13;-39;-16;-2;-4;71.0;73;37;-46;-12;-43;-11;-7;-7;1;1;1;5.0;2;54;26;10;-29;-6;1;-1;2;2;28;-29;-11;-11;-6;-38;-5;1;5;82;50;31;19;-59;-37;-21;-38;-26;-14;-2;-5;-8;-8;-10;-11;-15;-63;-23;-41;-28;-55;-100;-49;122;50;2;1.0;-30.0;-19;-51.0;5.0;3;13:00:00;1;HUL;SUN
WAT X LEI 2016-11-19;1;2016-11-19;-10;17;5;1;78;48;-34;-42;-23;-18;50;74;21;-60;-28;-15;-10;-3;4;4;4;4;39.0;-7;-1;-4;-6;-3;27.0;10;2;4;4;-29;-3;-2;-3;-4;3;-3;0.0;-8;-2;3;-2;-5;-2;-2;-3;-4;4;-2;-7;-6;8;9;-25;12;1;-7;-1;3;3;3;100;54;25;-24;16;16;-3;52;29;45;23;-23;-36;-43;-17;-78;-47;-31;55;18;9;-6;-12;-17.0;-31.0;-12;-19.0;-20.0;2;13:00:00;1;LEI;WAT
TOT X WES 2016-11-19;2;2016-11-19;5;11;16;15;44;1;6;9;6;5;48;7;32;22;21;11;-87;-82;-46;-80;-47;-20;31.0;-8;-9;7;4;-4;2.0;-9;-24;-7;8;20;8;12;36;29;11;2;0.0;2;-4;-4;-4;13;-4;6;100;71;38;23;19;9;16;37;19;54;38;28;16;14;16;6;10;-106;-65;-11;-45;-30;-27;-13;-11;7;-34;-12;7;6;7;10;15;15;15;9;45;57;29;17.0;11.0;10;79.0;75.0;3;15:30:00;1;WES;TOT
MID X CHE 2016-11-20;1;2016-11-20;-1;-5;2;7;-5;3;-3;7;9;-24;-13;-1;-36;-17;-16;-13;-18;-7;-33;-18;-9;-69;5.0;-45;-22;-10;-3;4;5.0;5;35;27;12;2;8;-23;-84;-52;-32;-5;5.0;10;-44;-25;-23;2;-17;-14;-4;-6;21;6;7;38;25;15;2;11;16;16;2;-13;-10;-21;-7;-32;-22;23;-16;-12;-12;-29;-22;-22;21;5;6;91;13;56;39;23;14;3;2;-30;-16;-2.0;7.0;8;-2.0;5.0;0;14:00:00;-1;CHE;MID
WBA X BUR 2016-11-21;0;2016-11-21;-10;-4;-9;-8;-10;-12;-43;28;41;24;39;-6;24;15;33;19;8;4;1;3;7;5;5.0;4;28;25;74;44;26.0;14;3;71;36;-5;23;15;10;1;1;7;0.0;6;31;15;1;70;2;-3;28;12;-8;-22;-15;-19;-13;-10;34;-2;1;1;1;6;79;47;4;-25;-12;55;-12;-1;6;-7;-7;-11;-43;-82;-45;32;29;5;7;15;10;25;11;8;6;5.0;-4.0;14;-1.0;65.0;4;18:00:00;1;BUR;WBA
BUR X MCI 2016-11-26;2;2016-11-26;-4;-23;21;9;8;8;100;65;34;-25;-9;-30;-19;-67;-25;-14;-8;-5;3;-6;-28;-12;-22.0;-7;-9;-45;-30;25;2.0;-12;-64;-79;-88;-22;-97;-61;-81;-50;-31;-15;40.0;2;7;-47;-31;-18;-9;-12;-13;-35;-46;-33;-28;-21;-40;-26;-16;-20;-90;-58;-37;-6;-13;-6;-33;-19;-8;-42;-9;5;-1;-1;55;31;-21;-8;24;-7;-27;-7;-39;-29;-26;-22;-19;-16;-8;-3.0;-10.0;-42;-4.0;0.0;1;10:30:00;-1;MCI;BUR
HUL X WBA 2016-11-26;1;2016-11-26;-5;-6;4;7;8;8;8;8;3;1;-1;-2;-1;-1;-1;-1;-1;-16;-41;-25;-16;-21;-7.0;-9;-10;-3;3;3;-98.0;-53;-29;-15;-6;-15;5;5;1;-2;-2;-52;-10.0;-33;-18;22;8;-16;5;70;50;32;22;58;33;53;38;44;-66;4;3;2;16;10;3;-4;2;12;7;-61;6;5;-5;71;32;17;13;11;4;11;-37;10;4;1;-2;-32;-20;-18;-12;-68.0;-44.0;-17;-2.0;-40.0;1;13:00:00;0;WBA;HUL
LEI X MID 2016-11-26;2;2016-11-26;-10;-40;-25;-15;-14;-90;-57;-40;-30;-23;-14;-11;-4;-1;6;-3;-3;-3;-4;-5;3;-6;-12.0;-4;-3;35;18;10;85.0;50;26;9;5;-13;-3;7;9;8;32;7;20.0;-4;-4;-5;-7;-7;-8;-5;-7;-4;-2;-1;-5;-10;-8;-4;-2;-1;6;-30;25;-6;-6;-13;-6;-26;-15;-20;40;23;13;-51;-24;-23;-18;-15;-14;-18;-16;-14;-12;-11;-28;-18;-12;28;15;39.0;26.0;-8;13.0;120.0;2;13:00:00;0;MID;LEI
LIV X SUN 2016-11-26;0;2016-11-26;10;19;24;20;17;12;29;59;19;18;-58;55;-24;30;17;13;-47;21;5;10;10;13;37.0;11;10;9;8;8;7.0;11;8;36;28;31;23;30;76;46;31;4;105.0;9;12;14;16;22;31;50;31;47;32;67;42;34;42;69;56;42;29;26;18;11;-11;35;17;14;12;36;23;15;19;70;46;51;100;69;41;73;27;51;29;21;17;9;8;7;12;9.0;28.0;21;19.0;105.0;2;13:00:00;1;SUN;LIV
SWA X CRY 2016-11-26;4;2016-11-26;-4;3;-20;-10;-7;-17;-5;46;24;7;2;-6;-58;-29;-10;-14;-3;8;50;32;38;-42;-7.0;-16;-25;18;6;36;40.0;24;86;50;-37;-8;6;6;30;31;55;38;45.0;6;-5;21;12;-8;8;5;4;1;8;38;19;53;28;17;-34;14;15;12;39;30;34;20;100;100;100;-46;100;65;31;41;22;-108;-64;-45;-36;-58;-28;-34;-22;-15;-45;-15;-100;-58;-35;-14.0;-10.0;-3;5.0;165.0;5;13:00:00;1;CRY;SWA
CHE X TOT 2016-11-26;1;2016-11-26;10;-24;-21;-95;-49;-47;-27;-45;-15;-13;-14;3;8;8;-6;1;-30;-12;-10;-3;-4;-7;-3.0;-7;38;17;-105;-54;-91.0;-56;-13;-30;-17;-2;-5;-3;6;-30;66;32;40.0;15;10;10;50;-8;22;-31;-3;82;75;51;43;31;48;9;-13;-18;8;3;3;8;-34;-13;-5;3;3;-10;11;-7;-12;-9;-8;-8;-7;3;28;6;-3;-25;-15;-13;-13;-31;-20;-20;-55;-41.0;-23.0;-29;20.0;5.0;2;15:30:00;1;TOT;CHE
WAT X STO 2016-11-27;1;2016-11-27;2;-27;-20;-11;-36;-23;-17;-34;-25;-12;36;-4;13;5;-14;-10;-12;-21;-16;26;-11;-1;3.0;-86;-50;-32;-23;-19;20.0;7;9;35;21;2;10;-26;-12;-2;7;7;5.0;7;7;-7;-7;-1;-2;8;4;7;9;-5;-5;-17;-40;-23;-4;-12;-6;-1;2;-4;2;16;11;13;-18;-10;-2;3;33;20;15;40;30;17;11;13;-7;7;32;17;18;33;23;9;59;32.0;20.0;-35;30.0;-55.0;0;10:00:00;-1;STO;WAT
ARS X BOU 2016-11-27;1;2016-11-27;10;14;11;7;80;48;23;-30;-2;-7;5;15;-16;-17;-37;-58;-71;-37;-48;-21;-4;-45;-33.0;-86;-59;-40;-29;-6;-2.0;-2;24;48;42;-7;28;19;13;8;4;33;35.0;-8;-47;-16;-23;12;-7;7;1;-3;77;41;21;9;3;-28;-24;-21;-15;-12;-10;-7;-7;-12;-10;-9;22;-15;3;1;-29;-18;-31;-21;-19;-35;-22;-53;-2;-33;-21;14;25;23;15;15;3;71.0;47.0;8;19.0;55.0;3;12:15:00;1;BOU;ARS
MUN X WES 2016-11-27;1;2016-11-27;-10;8;13;14;15;40;70;37;26;20;14;-15;12;14;90;59;40;29;22;6;5;9;-83.0;17;16;16;16;61;17.0;17;17;17;3;-43;75;51;42;56;95;-24;40.0;-15;-10;-7;-5;-19;9;1;-3;-3;-57;-34;-45;-47;-28;-7;-9;-2;2;4;9;7;6;5;5;2;47;-4;33;75;50;65;40;24;61;41;32;79;13;100;63;84;51;27;13;10;4;4.0;-44.0;10;-32.0;-10.0;1;14:30:00;0;WES;MUN
SOU X EVE 2016-11-27;0;2016-11-27;40;2;1;2;8;31;25;17;18;49;31;63;23;18;44;29;23;39;59;2;1;-1;40.0;-1;-3;-25;-25;-12;-35.0;-23;28;13;10;47;21;15;10;3;3;-9;-75.0;-3;2;1;2;33;24;86;53;33;21;-28;-38;-20;-15;-11;16;9;77;49;37;17;4;8;10;3;-2;7;-27;-22;-15;25;8;6;13;-21;-10;40;-4;54;27;78;42;9;-13;-35;-30;-22.0;-12.0;2;-11.0;-50.0;1;14:30:00;1;EVE;SOU
MCI X CHE 2016-12-03;3;2016-12-03;10;21;11;3;-2;-5;-32;-25;-21;-11;-4;11;3;8;67;46;33;25;11;-2;-1;4;12.0;-2;-2;-66;-36;-13;-4.0;3;-18;-10;18;-8;11;11;13;53;46;6;35.0;-9;-6;18;46;-2;39;26;18;-23;-8;78;44;28;46;34;3;-73;-31;-15;43;20;20;14;11;-6;5;26;7;-69;-32;-12;-1;7;14;14;15;12;41;11;35;50;33;24;18;68;48;33.0;49.0;28;58.0;-100.0;1;10:30:00;-1;CHE;MCI
CRY X SOU 2016-12-03;0;2016-12-03;-10;3;4;4;-6;-7;-9;-11;-10;-15;-13;-6;-10;-9;-3;2;-34;32;6;4;-20;-27;-5.0;-21;-14;-11;-7;78;49.0;86;88;49;20;-3;4;1;-42;-29;-23;-7;-65.0;-4;5;5;3;-8;-5;-6;4;9;-34;-24;-17;-14;-12;-28;5;-39;-56;-35;-48;-25;-2;2;-29;-9;5;-1;-4;-11;-8;22;5;-39;-49;-57;-100;-100;-1;-73;-46;-55;-20;-5;3;103;66;63.0;46.0;3;25.0;15.0;3;13:00:00;1;SOU;CRY
STO X BUR 2016-12-03;0;2016-12-03;-10;56;38;56;39;29;24;20;41;36;28;-4;18;12;87;54;35;24;27;13;13;37;-26.0;2;5;8;4;1;78.0;47;29;24;15;-14;4;-9;16;5;-26;-131;0.0;-83;-50;-31;-85;-17;-48;-33;-25;-20;-17;-8;6;-54;-30;-12;-8;-7;-4;1;1;1;1;-55;41;4;2;-29;1;-6;-3;-2;-2;-1;-5;-3;-2;-6;-12;20;29;17;10;-28;-46;-41;-27;-20.0;-9.0;-4;-5.0;-65.0;2;13:00:00;1;BUR;STO
SUN X LEI 2016-12-03;1;2016-12-03;0;27;12;10;13;17;12;9;7;18;15;42;1;-33;-69;-43;30;-8;-34;-9;-6;24;28.0;6;1;-45;-23;-42;-16.0;-3;7;15;8;50;1;-3;-9;-34;-23;24;0.0;18;9;4;1;34;-2;-2;4;-45;-25;-55;-8;-6;37;32;49;26;57;43;32;100;67;40;27;59;22;32;11;5;1;-3;64;31;18;86;56;18;19;-41;-57;-64;-34;-19;-8;30;18;10.0;-11.0;49;40.0;-35.0;2;13:00:00;1;LEI;SUN
TOT X SWA 2016-12-03;0;2016-12-03;5;3;9;37;25;22;19;14;10;34;23;7;22;70;48;32;24;19;25;13;-7;5;9.0;8;79;52;37;27;13.0;38;24;21;14;15;86;50;32;56;31;-3;75.0;-6;-3;31;14;15;82;54;38;26;66;38;21;16;8;4;12;-7;-1;1;5;9;6;4;8;5;2;10;60;100;64;42;20;47;17;5;1;79;9;77;44;20;6;-8;84;50;35;27.0;22.0;8;6.0;100.0;5;13:00:00;1;SWA;TOT
WBA X WAT 2016-12-03;1;2016-12-03;-6;-17;24;9;5;1;-2;-9;99;58;28;-8;35;20;8;2;-3;-9;-5;-2;-1;1;-66.0;3;7;9;11;5;52.0;29;16;7;-22;-65;-19;-12;-14;-25;52;34;5.0;8;16;12;40;-44;45;28;12;38;46;22;9;2;-4;-2;-32;-4;-65;-81;-90;-61;-39;-21;-12;-6;-6;-59;-6;48;18;8;27;18;-8;-3;-3;-6;-54;-16;-9;-6;-28;-17;15;-6;-1;-1.0;-31.0;-30;-1.0;5.0;3;13:00:00;1;WAT;WBA
WES X ARS 2016-12-03;5;2016-12-03;-5;-9;-10;-11;-11;-8;5;0;-57;-34;-27;-7;79;37;26;16;-40;-62;-36;-21;-11;11;-8.0;-8;-33;-49;-41;-27;-12.0;-6;-3;-2;-3;-14;-3;-3;24;25;23;3;50.0;4;-5;-6;-1;-11;-33;-17;-7;-6;-1;-23;32;13;9;7;-8;-29;-18;-9;47;35;26;9;8;4;10;-11;-33;-7;-74;-79;-42;-27;26;-30;-12;-16;-8;-13;-83;-45;73;25;-58;-22;-91;-65.0;-44.0;-6;-27.0;-115.0;1;15:30:00;-1;ARS;WES
BOU X LIV 2016-12-04;3;2016-12-04;-6;-16;-47;-31;-21;-58;-59;-62;-63;-49;-30;-4;-17;-84;-48;-100;-62;-35;-14;-10;-5;-3;-2.0;-7;-2;2;-24;-12;-10.0;-12;-8;-9;15;-1;-5;1;1;1;1;6;-25.0;1;1;1;-5;-1;-2;-8;-36;-19;-14;-11;-9;73;37;19;-3;-13;-3;-6;-33;-94;-54;-31;-18;21;8;-4;5;63;28;17;12;-18;12;71;32;98;-5;55;26;95;52;20;7;-11;-10;-12.0;14.0;-6;2.0;70.0;4;11:30:00;1;LIV;BOU
